gpa,college_tier,study_time,switch_months,risk_score,ambition_score,stability_score,learning_score,salary_priority,wlb_preference,ctc,company_type,location_tier,workload_score,skill_match,savings_rate,switch_probability,predicted_2yr_salary,satisfaction_score
6.02,3,2.43,32,10,8,10,4,3,5,21.19,4,2,5.52,71,33.75,50.3,38.16,62.74
9.23,1,1.78,28,7,8,5,3,7,2,17.94,2,1,8.5,74,42.06,59.8,34.49,61.31
6.53,1,1.42,31,5,4,3,4,2,7,15.86,2,3,8.49,88,61.59,45.2,32.02,64.5
6.72,1,3.8,33,2,6,4,5,5,4,20.85,1,1,6.47,61,52.66,64.0,30.1,62.0
9.08,1,1.36,36,3,3,3,2,10,9,7.83,2,3,8.15,90,61.71,24.6,12.2,60.16
8.8,2,2.2,30,9,8,4,3,10,10,4.04,1,1,8.34,91,23.4,59.0,7.54,62.49
9.8,3,2.61,23,9,6,1,7,2,4,19.12,2,1,7.24,71,47.72,45.099999999999994,38.41,58.26
6.52,2,0.79,25,4,2,8,2,10,8,17.49,4,2,7.23,58,41.3,13.9,23.8,45.84
8.74,2,3.87,14,10,2,10,1,10,9,8.9,3,2,5.97,57,68.14,52.7,14.27,56.05
6.55,1,0.65,25,9,6,2,1,2,10,10.13,3,1,4.62,91,20.72,44.5,18.78,65.84
7.24,2,1.65,14,8,2,6,7,9,7,13.4,1,2,4.18,90,54.77,31.5,27.86,72.12
6.29,1,3.58,17,1,4,6,4,6,10,19.57,1,3,8.1,88,58.82,51.8,30.2,57.93
8.61,2,3.91,32,6,7,6,5,5,3,16.52,3,1,6.92,74,53.57,65.1,33.5,65.01
9.54,3,3.34,19,9,7,3,10,6,3,16.52,3,3,5.3,77,46.62,60.4,34.86,71.33
6.02,2,1.84,20,8,9,6,6,7,8,7.46,5,1,7.65,70,43.18,53.400000000000006,16.0,66.36
8.63,2,2.29,28,4,2,5,5,2,9,16.24,3,3,4.22,57,45.15,35.9,29.22,54.6
7.44,1,3.03,27,2,3,8,9,2,9,22.17,3,2,5.55,90,54.62,52.3,27.3,62.17
7.3,1,2.06,23,1,2,9,8,10,6,7.27,4,2,4.65,79,60.77,38.6,12.63,62.23
6.38,1,1.01,33,9,10,8,5,8,6,21.92,4,2,8.39,94,39.34,50.1,36.87,57.85
8.09,1,2.05,29,2,6,1,8,6,6,8.56,5,1,5.74,94,51.0,58.5,14.29,65.12
9.23,1,0.55,18,4,8,3,8,3,10,12.12,1,3,7.74,82,57.22,29.5,26.34,59.87
7.02,2,0.66,24,5,4,4,8,6,5,6.26,4,2,6.57,83,44.17,37.6,9.29,58.7
6.83,1,2.17,25,9,5,8,4,4,7,19.81,2,3,8.68,67,22.4,48.7,27.57,51.19
7.56,2,3.91,17,6,1,7,5,1,4,20.05,1,1,5.02,41,25.59,47.1,24.41,42.64
6.02,3,2.77,36,5,5,8,5,8,3,5.32,3,1,6.67,49,51.39,53.7,8.08,56.14
6.06,1,3.31,36,3,6,8,5,8,6,14.34,5,2,6.74,71,37.62,60.1,20.65,53.58
7.59,1,0.82,26,8,10,4,6,2,5,7.21,3,2,6.23,45,25.49,43.2,12.68,54.82
7.78,3,1.73,16,9,10,3,5,4,1,21.96,1,1,5.93,48,22.35,62.3,46.32,57.0
8.32,2,2.75,31,7,10,7,8,6,8,18.93,1,1,4.06,89,45.82,61.5,30.59,66.52
9.62,3,2.31,25,4,5,1,4,9,8,15.81,4,1,6.1,43,36.98,38.1,19.35,47.0
9.41,3,2.21,27,10,7,6,5,1,8,6.19,5,1,6.66,70,54.44,56.1,11.78,66.97
9.41,3,3.66,32,5,5,4,1,1,5,4.45,1,3,4.81,53,48.25,67.6,7.26,63.48
8.52,2,0.88,14,1,1,8,1,10,8,23.28,2,1,8.98,91,20.78,28.8,39.14,54.46
6.99,3,3.98,14,4,8,6,2,6,10,9.32,5,1,5.94,78,42.68,74.8,11.87,66.32
8.85,3,2.05,17,10,2,4,4,8,4,13.9,4,3,8.28,75,51.23,30.5,22.28,48.8
9.69,3,3.97,16,1,10,6,7,4,5,24.3,5,2,5.11,43,50.52,77.7,31.85,60.11
9.77,1,3.73,22,8,10,2,3,1,7,22.49,5,1,8.08,88,69.61,76.3,46.32,79.92
8.93,2,2.68,21,1,3,4,2,9,10,10.42,2,2,7.84,55,34.76,55.8,22.21,55.45
8.03,1,2.23,33,3,7,1,2,1,1,13.42,4,2,8.61,51,56.45,46.3,18.57,48.59
7.45,3,1.17,33,10,5,3,1,10,9,10.33,1,3,8.31,45,58.81,44.7,18.0,49.86
9.63,3,3.46,34,1,3,1,3,9,4,10.8,5,2,5.27,47,34.05,53.6,22.89,66.35
9.18,2,2.68,17,5,8,10,7,5,4,15.12,3,3,6.09,62,42.47,53.8,22.14,54.23
9.39,2,1.19,23,9,8,4,1,8,6,5.47,4,2,8.9,51,34.94,51.9,10.74,55.57
8.56,1,3.91,17,10,1,10,9,3,2,10.86,5,2,7.19,59,27.74,60.1,16.76,58.13
9.23,2,3.69,32,8,6,9,2,5,10,6.18,5,2,8.02,79,64.09,61.9,8.0,56.79
9.28,3,2.37,16,1,5,4,3,2,7,9.39,5,2,8.76,41,69.44,43.7,20.65,54.03
8.85,3,2.3,28,1,5,8,9,5,9,17.28,2,3,5.09,76,36.46,50.0,21.81,59.63
6.75,3,3.33,34,10,7,6,10,3,5,23.03,4,3,7.36,88,29.18,63.3,34.42,62.19
6.08,3,1.94,16,7,1,10,2,9,10,18.91,4,1,7.22,93,63.13,24.4,33.19,57.65
7.18,1,3.56,18,3,6,4,9,8,10,7.32,3,1,8.24,64,64.96,70.6,14.44,64.76
7.43,1,1.61,29,10,4,9,3,3,6,6.24,4,2,4.57,73,54.6,44.1,13.53,70.01
8.42,1,1.94,36,6,9,1,2,10,3,20.5,2,1,7.4,59,37.16,52.4,42.12,61.77
6.85,3,3.82,24,5,7,8,2,2,9,13.29,1,1,8.46,87,53.37,61.199999999999996,20.11,56.99
9.76,1,0.78,21,8,5,5,2,4,7,22.87,5,2,7.96,75,24.1,22.8,45.46,52.73
8.37,2,1.14,27,1,9,5,7,1,10,16.87,2,3,5.08,65,52.7,52.4,36.54,65.64
7.66,3,2.19,35,8,8,3,8,4,3,6.43,2,2,5.2,76,31.43,52.9,13.02,66.79
7.68,2,3.04,36,8,3,6,6,8,8,4.83,5,2,5.6,42,52.73,52.4,9.49,65.17
6.81,2,2.16,19,10,7,9,4,7,10,14.51,4,2,8.45,94,61.62,62.6,29.84,75.87
6.63,1,1.01,26,9,5,3,1,9,2,20.11,2,2,4.2,73,49.53,43.1,37.41,68.51
8.08,3,2.98,16,7,7,4,4,5,9,6.52,4,3,6.19,83,62.13,64.8,12.22,73.07
6.19,3,1.51,27,9,10,8,5,7,10,15.12,2,2,8.85,67,32.46,61.1,26.83,56.5
9.54,2,3.42,20,7,5,6,10,1,9,6.47,5,1,8.65,51,22.15,64.2,9.31,48.27
6.7,2,1.31,27,2,6,7,10,8,8,22.71,4,3,5.49,74,64.26,39.1,48.87,70.93
9.13,2,3.61,36,3,8,9,1,8,2,17.99,5,3,8.38,86,39.15,72.1,22.18,62.88
8.91,1,3.05,22,5,6,5,2,9,4,15.36,5,1,4.14,77,60.75,63.5,20.4,62.42
6.14,2,1.96,32,8,4,5,1,4,4,4.52,1,1,4.08,78,20.77,38.6,6.82,54.45
6.32,1,3.51,31,8,10,9,4,2,4,22.72,4,1,4.65,73,21.6,83.1,34.96,69.24
6.7,2,1.73,15,7,10,4,10,2,9,17.0,1,3,7.17,52,51.24,47.3,32.86,60.24
6.26,2,1.85,15,9,2,2,10,9,8,4.56,5,1,4.56,40,43.81,29.5,9.72,61.45
6.56,2,2.07,30,4,10,2,1,1,9,24.58,3,2,5.73,43,31.39,50.7,45.44,58.29
6.24,1,0.77,30,7,9,1,9,5,10,23.77,4,2,5.44,71,62.83,53.7,32.53,56.78
6.81,2,3.37,24,5,5,3,4,5,4,11.09,2,1,4.69,74,52.11,48.7,16.27,60.38
6.63,1,3.06,12,10,1,2,1,4,8,8.66,5,2,6.12,68,32.99,51.6,13.94,57.8
9.06,1,2.1,30,3,3,2,9,5,9,20.41,1,3,4.23,53,37.44,37.0,38.34,53.45
9.03,1,1.96,32,10,7,8,10,2,8,18.55,1,3,6.15,73,26.96,57.6,30.66,61.29
7.54,2,0.67,22,1,8,9,6,1,4,18.12,3,2,5.96,93,66.65,39.7,24.07,64.05
8.81,2,3.61,30,7,5,9,9,1,4,23.03,4,3,8.04,48,35.74,66.1,46.39,63.12
6.8,2,3.75,31,2,7,3,5,1,4,10.06,3,3,8.7,62,61.44,64.5,14.17,60.53
9.72,1,1.79,31,2,2,9,7,5,5,20.57,3,1,6.34,52,24.45,27.9,40.16,49.82
6.57,1,3.71,12,10,2,8,9,4,6,23.99,2,3,5.34,40,24.42,43.1,52.41,52.86
8.59,1,3.1,19,10,3,1,10,8,10,24.13,3,2,8.74,72,65.46,58.0,52.05,63.55
9.44,2,1.03,21,2,6,2,4,6,7,11.53,2,2,8.61,71,26.01,43.3,19.75,53.21
6.76,3,2.32,34,8,6,8,9,6,1,19.3,3,1,7.61,79,34.76,57.2,36.64,65.5
7.56,2,1.27,28,3,8,7,1,2,8,10.1,1,2,5.03,83,69.92,54.7,14.39,62.35
7.83,3,3.9,31,3,10,9,7,3,9,23.01,4,2,6.16,76,32.73,71.0,42.38,67.51
7.41,3,2.02,33,5,3,4,4,6,7,14.28,1,1,8.94,74,60.76,33.2,24.6,57.34
7.1,3,3.07,31,7,10,5,8,4,8,7.91,4,2,4.13,45,45.67,77.7,14.01,66.79
6.1,1,1.65,18,9,3,3,9,9,3,5.84,2,3,6.64,83,68.68,28.5,8.0,55.21
9.34,2,3.01,31,10,1,10,3,6,1,14.42,5,2,6.43,76,33.77,49.099999999999994,29.78,61.57
6.76,1,3.01,23,5,3,5,3,8,2,19.99,1,2,6.35,64,68.9,47.099999999999994,31.04,56.47
6.58,2,1.21,26,3,2,6,8,8,8,12.98,4,3,5.32,86,69.01,26.1,18.41,61.23
8.12,2,2.94,16,8,1,9,2,10,9,5.18,1,1,6.15,89,33.01,52.4,7.23,60.25
9.33,2,1.14,28,3,3,1,6,3,8,22.86,4,3,4.34,81,45.96,33.4,35.48,59.16
7.43,2,2.14,29,4,1,4,6,9,1,4.01,2,1,7.61,85,51.38,42.400000000000006,7.87,60.88
7.9,3,1.84,30,3,7,6,3,6,1,4.05,3,3,7.59,64,46.72,48.400000000000006,5.14,52.55
8.19,2,0.86,17,5,5,2,2,7,5,10.55,3,3,8.87,85,48.59,32.6,18.74,55.01
7.38,3,2.73,35,10,10,2,5,8,7,17.41,3,3,8.83,63,55.91,76.3,34.79,64.93
8.3,2,3.48,36,3,9,9,10,7,10,17.29,4,2,6.89,58,66.46,80.8,28.96,66.79
6.88,2,3.52,13,7,8,8,1,5,10,24.79,4,1,6.52,80,49.82,70.2,32.08,58.98
6.74,2,3.31,22,9,6,4,5,3,8,23.17,3,3,6.19,64,67.94,69.1,38.92,70.66
6.33,1,1.17,21,6,7,9,8,1,2,4.17,1,1,7.4,56,40.13,52.7,5.37,46.6
7.17,2,3.81,31,5,5,8,8,1,7,5.97,1,1,8.27,69,23.46,69.1,9.73,59.84
7.71,1,3.75,29,8,5,10,5,9,5,10.02,4,1,4.64,77,53.81,56.5,16.44,64.01
6.46,3,1.4,21,3,9,5,2,2,3,16.27,3,1,5.28,43,57.23,53.0,26.86,55.55
6.86,3,1.44,35,1,7,10,4,1,4,8.81,2,3,5.44,93,61.5,41.4,13.71,60.35
9.04,1,1.49,28,1,2,10,8,7,10,19.97,3,1,5.66,47,57.78,31.9,27.76,45.29
7.97,2,0.64,24,2,7,8,3,3,6,11.58,2,3,8.73,50,67.23,32.4,24.29,53.97
8.17,3,3.0,28,5,10,7,4,8,10,18.97,1,2,5.33,67,47.01,78.0,29.67,70.34
8.86,3,3.36,36,8,1,9,8,1,9,15.15,5,1,5.28,65,20.47,44.6,30.44,61.71
8.9,2,1.52,36,3,9,9,5,5,1,15.65,4,1,4.27,55,51.96,51.2,27.95,66.46
7.82,2,0.71,18,5,8,2,4,4,4,7.19,4,1,6.89,50,66.72,39.1,10.79,57.09
9.36,1,0.8,30,3,9,1,6,9,6,7.82,4,1,6.16,55,30.46,39.0,14.29,52.19
6.28,3,2.07,21,5,6,2,3,2,6,19.16,1,2,7.67,60,28.94,55.7,38.18,54.44
6.24,3,3.33,31,4,9,9,6,1,3,24.33,3,1,8.0,95,31.91,77.3,47.99,70.59
7.78,1,0.5,15,7,4,2,5,3,8,16.89,4,1,8.04,79,37.47,32.0,24.07,47.87
7.13,1,0.84,36,1,10,3,6,7,5,9.62,5,1,6.41,58,47.99,42.4,18.47,56.76
8.94,3,1.35,27,5,5,8,5,7,6,14.56,5,2,6.77,88,65.08,31.5,27.86,64.29
8.62,3,2.24,24,9,5,4,5,6,5,21.21,2,3,4.72,62,55.88,44.400000000000006,41.74,65.69
9.06,3,1.76,12,1,2,3,4,4,3,5.9,1,3,8.38,70,33.06,39.6,7.27,47.51
6.29,1,2.66,36,2,3,2,2,10,9,14.74,2,3,7.38,91,65.24,45.6,21.2,62.33
8.39,3,1.46,22,9,1,6,8,8,10,7.24,2,1,4.43,61,23.83,33.6,9.3,43.72
8.12,1,3.52,25,3,3,2,10,2,7,23.83,2,3,5.93,80,65.31,61.2,50.34,73.53
8.91,1,2.61,31,5,2,8,8,8,6,6.03,3,3,4.22,58,57.18,32.099999999999994,12.19,63.92
9.55,2,3.65,18,9,10,7,7,2,8,14.63,1,3,6.82,73,68.03,82.5,24.33,70.78
6.09,3,2.98,35,7,8,7,4,8,5,20.69,5,1,5.13,53,52.86,64.8,25.8,58.19
9.58,3,0.7,13,2,3,4,7,8,6,17.84,4,1,6.41,41,40.82,32.0,30.93,47.04
9.72,2,3.25,25,7,2,4,8,4,1,14.06,1,1,7.4,80,38.62,44.5,20.96,59.84
7.75,2,2.41,29,3,5,1,4,6,8,17.22,3,2,5.7,80,26.94,49.1,33.29,64.54
7.25,3,3.46,30,3,4,5,8,1,8,11.98,5,1,6.25,84,38.26,51.6,23.89,69.19
6.68,3,3.46,33,7,9,1,2,6,8,10.79,4,1,7.92,74,32.66,68.6,22.82,68.06
8.91,2,2.72,31,9,10,3,8,5,1,13.56,3,2,4.48,83,38.23,65.2,23.59,63.84
6.9,3,0.65,31,9,5,6,9,2,2,13.35,3,2,5.69,89,51.79,36.5,21.71,65.63
7.36,2,1.32,29,4,2,8,1,8,2,8.75,1,3,6.43,42,40.44,30.200000000000003,12.93,50.09
8.93,1,1.82,36,8,5,4,4,9,10,24.16,4,3,8.92,51,46.48,33.2,38.42,50.83
8.59,2,3.93,26,1,5,2,6,10,3,15.67,3,2,5.65,44,61.69,73.30000000000001,31.18,68.05
8.63,1,2.52,35,1,3,8,8,1,5,11.36,1,2,8.91,87,61.55,34.2,21.15,61.91
8.69,1,0.52,29,7,6,5,3,6,3,12.91,3,3,8.32,63,38.49,25.2,17.07,38.92
6.6,2,2.62,29,2,2,10,4,5,10,6.01,3,3,6.69,47,29.58,50.2,7.88,43.63
9.0,2,1.61,33,3,5,2,1,9,6,7.57,4,2,7.52,85,25.44,42.1,9.87,54.26
6.21,2,0.65,21,2,3,2,2,3,10,12.29,5,2,4.41,82,62.29,34.5,15.33,54.66
7.42,1,3.07,28,6,9,4,3,8,9,21.27,4,1,7.35,73,36.16,72.7,34.16,61.17
9.1,1,2.19,29,8,4,3,1,8,1,13.39,4,3,7.26,50,20.12,44.9,18.15,48.22
7.6,1,0.72,21,10,9,6,10,8,4,5.3,2,2,4.66,91,62.25,34.2,10.2,69.05
9.74,2,1.1,17,3,1,8,10,2,7,10.36,1,1,6.78,41,69.75,34.0,14.58,49.0
9.46,1,2.69,13,6,6,10,5,3,1,19.58,2,2,6.76,44,58.19,62.9,43.05,60.99
7.23,3,2.0,34,8,10,5,4,1,4,21.19,2,2,5.32,89,51.35,70.0,35.36,75.81
9.62,2,1.41,29,4,1,6,4,10,4,15.93,5,3,4.03,56,46.29,25.1,19.88,50.77
8.27,1,2.53,34,1,6,5,1,4,3,23.26,4,1,8.78,53,38.53,54.3,43.67,58.58
8.57,2,3.76,18,1,8,8,2,3,4,4.43,1,2,8.81,89,69.38,75.6,6.38,62.83
7.05,2,3.6,22,1,6,9,7,9,7,7.1,5,3,5.13,48,56.11,54.0,11.02,58.35
8.1,2,2.03,20,5,8,2,5,9,9,13.42,5,1,8.47,57,39.64,49.3,19.33,53.99
6.26,2,3.1,32,5,3,3,9,7,1,9.94,5,3,6.72,85,29.33,48.0,20.45,68.22
6.61,3,1.02,19,1,7,3,3,7,5,22.96,5,2,7.4,94,42.17,39.2,36.44,54.0
8.73,1,3.79,26,1,2,6,2,9,1,14.38,1,3,5.44,59,44.42,56.9,28.13,66.22
9.12,3,2.4,17,4,3,7,1,2,2,8.99,2,3,8.88,80,61.86,38.0,14.24,59.57
7.35,3,2.5,19,7,2,6,7,5,8,17.32,2,2,4.85,49,30.27,31.0,30.43,55.11
7.28,1,2.33,32,8,5,7,7,9,1,11.74,4,3,6.74,81,41.42,51.3,14.15,56.32
6.48,1,1.66,18,6,4,9,9,10,7,21.1,3,1,7.41,47,37.34,33.599999999999994,25.76,43.86
9.21,3,0.58,23,6,9,6,8,1,6,16.87,2,2,5.43,93,53.69,48.8,22.78,59.73
7.92,1,2.86,14,4,5,2,8,1,1,6.33,4,2,8.94,91,68.16,63.599999999999994,10.74,68.96
7.09,3,3.77,32,4,2,3,7,7,7,24.98,4,3,8.02,59,65.08,60.7,45.73,59.47
6.64,1,3.71,18,3,9,5,3,1,5,16.12,1,1,4.03,80,35.73,65.1,34.63,71.54
9.73,3,0.99,15,9,2,7,10,6,8,13.87,5,2,6.1,52,49.2,18.9,28.1,51.41
6.53,3,1.44,15,5,10,4,3,9,7,22.41,4,1,5.93,72,57.26,44.4,37.84,65.4
6.18,1,3.15,16,3,4,6,7,7,2,16.1,3,1,4.01,85,34.4,43.5,27.08,58.55
6.93,3,1.98,30,6,6,5,8,4,7,22.87,1,1,8.13,91,35.59,52.8,49.66,61.95
7.74,2,3.53,31,2,2,10,9,4,10,19.4,3,3,8.54,91,29.21,43.3,31.3,60.69
7.66,3,3.83,15,7,7,3,10,7,3,12.7,4,2,6.17,42,40.47,66.3,25.28,58.12
6.47,3,1.92,27,1,6,2,2,9,10,5.87,2,1,5.99,64,55.2,46.2,10.11,60.66
8.36,1,0.93,22,6,6,1,4,4,7,22.24,3,3,5.2,93,56.89,43.3,44.42,74.58
6.01,3,0.9,15,7,4,3,4,7,3,10.22,5,1,5.48,70,40.44,38.0,18.97,59.22
8.41,3,2.43,19,2,9,7,4,4,6,19.62,2,2,7.02,78,46.29,58.3,23.63,57.84
6.4,2,1.87,15,6,1,6,10,1,7,21.99,5,2,5.77,83,20.74,25.700000000000003,40.4,52.63
9.42,3,3.19,15,9,1,10,7,6,4,8.54,5,2,5.03,59,62.68,39.9,14.95,56.43
7.73,1,0.74,33,8,2,1,4,7,3,20.26,5,1,8.14,79,56.01,24.4,43.26,58.55
7.38,2,3.36,18,7,9,2,7,1,9,4.85,4,1,4.16,64,28.38,64.6,8.26,59.49
8.46,2,3.89,34,3,7,3,2,1,9,7.45,4,3,7.51,62,49.72,79.9,10.0,62.71
8.73,2,2.16,33,7,4,10,8,8,6,16.63,4,3,5.99,68,65.63,49.6,25.17,59.24
6.31,3,1.76,24,6,4,3,7,3,4,4.58,4,2,7.99,67,67.12,30.6,7.9,55.8
6.78,1,2.65,35,9,10,1,8,6,9,20.42,1,1,5.7,52,20.79,62.5,43.0,61.77
9.48,3,2.57,22,3,9,4,4,6,3,13.73,4,2,5.32,83,47.49,66.7,24.55,73.39
8.03,1,2.89,20,5,6,9,5,2,1,24.31,5,2,4.84,53,53.61,52.900000000000006,41.73,59.14
8.58,3,3.46,32,8,7,9,6,3,2,10.52,5,1,4.43,60,24.71,68.6,21.41,65.62
9.04,2,0.78,18,2,10,10,2,7,2,21.61,2,3,5.44,62,44.56,38.8,40.18,58.49
6.19,2,2.91,26,5,4,6,5,2,10,22.33,1,3,4.3,63,40.8,44.1,29.87,59.47
6.82,1,2.57,12,3,6,8,3,3,2,9.3,2,1,6.31,49,56.74,62.7,18.83,65.7
6.25,2,1.93,19,7,6,4,3,3,2,4.47,3,2,8.83,56,35.46,48.3,7.32,47.52
6.07,1,1.17,36,7,10,3,8,1,7,8.68,5,1,7.09,59,64.49,61.7,12.9,56.21
7.44,3,1.03,16,1,7,5,5,9,4,21.44,5,1,4.69,45,59.52,48.3,28.94,59.66
7.52,1,2.41,24,6,7,4,6,5,3,7.57,4,3,5.16,79,64.43,64.1,14.7,73.28
7.64,1,3.77,24,7,3,9,10,5,1,24.34,4,1,7.05,67,61.62,53.7,36.35,63.0
7.0,3,3.23,36,4,3,2,6,2,10,22.05,4,1,4.49,55,52.94,59.3,37.38,63.43
6.72,1,1.69,12,1,3,3,1,2,9,16.51,2,2,6.35,49,43.07,44.9,36.01,59.0
6.8,2,3.31,16,10,4,4,4,1,5,9.2,5,1,7.44,79,31.4,56.1,16.18,61.55
8.52,1,1.64,14,10,8,5,2,10,3,18.13,4,1,8.33,79,51.01,40.4,30.01,52.63
6.15,3,2.9,24,5,10,9,9,6,4,11.12,1,3,8.73,47,69.33,65.0,17.45,55.11
9.47,1,3.79,34,8,4,4,8,4,9,17.25,2,3,4.66,55,58.21,69.9,36.16,67.73
8.23,3,1.57,33,4,5,1,3,1,3,8.87,4,3,5.64,69,53.73,30.700000000000003,18.83,60.08
6.8,3,2.38,19,4,9,2,4,9,3,15.56,2,3,4.8,59,52.52,67.8,32.34,67.97
6.9,3,0.55,34,8,2,6,3,7,4,20.18,1,1,5.03,86,40.08,28.5,39.11,64.05
9.42,3,2.12,27,5,5,2,9,3,4,18.7,1,1,6.86,65,40.91,46.2,30.45,60.73
7.02,1,1.72,27,7,2,2,5,9,3,14.84,2,2,6.05,57,22.05,28.2,21.61,46.09
9.11,3,3.83,35,9,4,5,1,10,7,19.81,5,1,4.26,60,22.22,59.3,37.8,59.9
7.96,2,1.22,22,6,10,2,6,9,5,18.44,1,1,8.47,78,30.21,46.2,38.56,60.31
8.73,1,1.77,19,4,4,4,7,10,4,23.26,3,3,7.54,67,68.11,44.7,47.54,59.48
7.84,2,3.06,35,10,5,7,7,1,4,16.07,4,1,5.27,50,27.3,49.6,26.58,55.91
8.02,1,0.56,29,4,1,2,9,2,10,14.38,1,1,5.96,94,66.69,22.6,24.61,65.57
8.62,1,3.8,32,4,9,1,5,6,4,18.14,1,2,7.03,68,27.34,77.0,30.73,63.77
8.82,2,0.75,20,9,9,10,3,4,7,12.79,2,1,5.5,65,22.11,51.5,21.87,59.39
7.26,1,0.75,26,7,1,1,8,4,5,23.49,3,1,4.46,73,51.78,16.5,45.77,58.05
7.82,2,2.75,23,7,6,8,10,8,3,4.98,4,1,4.05,65,40.28,45.5,8.98,57.37
6.46,1,3.8,13,8,6,5,4,6,1,19.66,4,1,4.07,95,34.38,74.0,29.66,69.58
8.36,1,2.84,21,5,8,1,9,3,6,10.02,3,3,7.0,66,35.35,67.4,13.52,54.24
8.18,1,3.53,35,4,8,10,10,7,5,21.81,5,1,6.37,78,66.51,70.3,34.22,66.18
6.37,2,1.07,20,10,1,7,6,1,10,9.42,3,2,7.46,83,37.53,15.700000000000001,12.64,42.11
6.15,2,0.91,24,5,2,10,10,10,8,17.31,3,3,8.78,72,53.14,22.1,31.0,53.09
7.92,2,2.14,23,8,1,1,6,4,2,14.57,1,2,6.48,45,51.68,36.400000000000006,30.29,57.22
7.33,1,3.24,23,8,1,4,8,8,1,10.32,3,1,8.43,58,66.94,50.400000000000006,21.22,58.14
6.84,3,0.61,32,10,1,10,1,7,7,11.44,5,3,7.41,87,45.38,12.1,23.65,58.5
6.43,2,3.71,25,6,9,6,3,1,9,20.83,1,2,8.53,64,47.52,64.1,44.16,65.45
6.43,2,1.25,28,4,9,10,1,5,3,16.49,2,3,4.2,51,41.05,47.5,27.67,62.18
8.9,3,0.94,32,10,5,7,10,10,5,7.54,3,3,7.06,77,53.45,26.4,11.08,49.83
8.71,2,1.98,31,3,10,6,8,3,5,11.9,1,3,5.6,56,67.87,55.8,16.75,60.15
8.73,1,0.9,34,10,6,9,4,9,10,13.33,3,2,4.31,94,33.43,38.0,21.96,67.31
9.24,3,2.72,30,2,1,7,5,1,2,20.24,5,3,4.87,59,64.09,39.2,25.55,52.81
8.04,1,2.52,30,3,9,2,4,10,1,24.08,5,3,8.51,88,61.06,72.2,37.33,61.67
7.91,3,3.76,25,10,8,4,1,10,8,7.11,2,3,6.59,43,48.8,73.6,9.24,51.01
6.48,2,3.79,31,6,6,2,5,1,6,15.48,5,1,7.4,69,51.73,59.9,29.27,66.22
7.26,2,3.85,16,7,1,9,10,3,4,6.26,3,1,8.48,57,41.12,50.5,11.3,56.59
7.86,1,2.03,25,7,10,4,2,7,5,17.68,2,1,4.02,76,33.91,61.3,38.51,70.47
7.24,1,1.29,30,4,3,6,8,9,5,11.82,4,3,5.99,86,34.02,30.9,14.59,56.33
8.97,2,2.74,26,9,1,5,6,10,3,23.78,5,3,7.13,89,22.38,30.400000000000002,51.67,61.71
8.72,1,3.37,35,1,9,4,10,3,4,22.12,4,1,8.63,56,54.51,72.7,31.48,59.25
8.76,2,2.35,14,10,4,1,5,5,9,10.16,1,3,5.8,57,52.16,55.5,12.65,51.21
9.74,2,3.17,25,10,8,3,10,8,5,10.44,1,2,8.23,63,53.24,66.7,14.23,59.68
6.01,2,2.5,35,4,6,6,7,5,7,18.76,3,1,7.41,90,51.68,46.0,24.0,53.72
8.8,3,1.72,21,9,1,7,3,3,4,5.79,1,3,4.47,69,41.25,21.2,10.74,57.9
6.72,2,1.22,18,4,5,2,3,4,6,10.97,1,1,8.56,43,52.13,39.2,20.2,55.68
7.82,1,3.27,16,3,9,6,5,6,8,23.83,5,3,6.18,55,22.88,78.7,40.79,63.58
6.59,2,3.98,35,4,3,2,9,6,10,20.9,3,3,4.16,40,29.86,56.8,27.83,49.58
7.6,1,0.9,18,5,1,4,9,6,8,12.65,5,2,4.56,41,68.31,27.0,16.23,48.9
6.02,1,3.22,29,9,8,4,1,7,6,6.11,5,1,8.07,47,67.49,69.2,12.52,68.7
8.58,3,3.44,23,6,5,2,5,10,10,19.6,2,2,7.93,56,65.33,55.4,33.19,63.1
7.43,2,2.88,21,9,1,2,1,9,6,19.8,4,2,7.65,92,30.14,40.8,33.29,56.5
7.81,3,2.89,33,5,6,7,5,2,8,8.38,4,1,8.69,68,26.09,61.900000000000006,15.01,61.33
6.01,1,3.31,31,3,6,6,7,5,8,14.35,3,2,7.62,86,60.84,53.1,28.3,70.58
7.41,3,3.45,29,4,2,7,3,1,5,14.74,4,2,5.04,95,60.34,49.5,29.26,76.7
9.75,1,1.9,13,6,2,10,6,5,10,13.95,4,3,8.19,41,54.91,31.0,24.4,52.78
7.71,1,2.64,16,2,10,2,7,1,3,8.78,3,2,5.61,76,53.37,58.400000000000006,14.1,69.44
6.51,2,3.82,20,7,3,6,3,4,6,24.11,2,3,6.32,87,38.45,63.199999999999996,42.71,70.69
8.48,1,0.65,22,3,7,4,8,6,5,8.81,5,1,6.3,90,41.48,42.5,10.69,55.54
7.34,3,3.02,20,4,9,4,1,9,2,16.39,1,3,7.97,75,39.26,57.2,21.31,56.49
7.1,1,1.39,24,9,10,2,4,8,1,4.63,3,2,6.14,49,40.4,54.9,9.18,63.33
9.55,3,1.48,27,8,7,7,1,3,5,15.55,1,1,7.13,43,45.45,36.8,23.77,52.68
9.45,3,3.57,18,1,6,8,1,10,6,11.69,1,2,8.35,90,56.74,72.69999999999999,18.69,71.69
