gpa,college_tier,study_time,switch_months,risk_score,ambition_score,stability_score,learning_score,salary_priority,wlb_preference,ctc,company_type,location_tier,workload_score,skill_match,savings_rate,switch_probability,predicted_2yr_salary,satisfaction_score
6.76,3,1.17,15,9,5,2,5,1,4,24.24,3,1,5.93,43,53.36,45.7,42.84,54.22
7.7,2,1.62,18,3,7,6,9,6,8,14.76,3,2,5.62,94,36.05,50.2,29.97,64.91
7.31,2,3.96,14,5,6,8,5,7,1,18.27,1,2,7.58,92,46.79,60.6,34.5,65.85
6.92,1,2.58,20,3,2,10,6,7,2,5.15,5,3,7.49,79,48.24,49.8,8.4,62.75
8.66,3,0.86,33,4,10,2,1,1,5,9.04,2,1,7.78,59,40.77,46.6,18.86,63.85
9.7,2,2.35,36,7,4,9,8,2,6,22.36,3,2,5.9,90,26.48,54.5,39.53,65.31
9.0,2,2.97,28,2,7,6,4,4,6,18.85,3,2,7.61,90,41.56,54.7,35.06,66.91
6.56,2,1.41,22,6,3,2,4,2,9,5.06,5,1,7.26,62,45.98,37.1,6.12,44.24
8.45,2,2.03,27,6,5,8,8,7,9,16.37,2,2,7.33,75,53.98,41.3,31.85,60.25
9.09,3,3.64,16,6,1,3,1,10,9,11.13,3,2,5.78,93,29.53,51.4,15.21,62.64
6.0,1,1.85,36,2,5,7,4,2,9,4.92,5,3,6.81,45,37.93,41.5,6.73,44.93
6.8,2,1.56,22,1,10,10,1,3,6,23.81,1,1,6.16,42,62.48,62.6,37.39,59.88
8.35,2,3.56,20,7,2,7,8,4,10,21.98,1,1,5.12,41,33.63,55.6,46.5,56.68
6.76,3,0.96,36,2,3,6,8,10,6,24.91,5,3,6.09,64,20.04,26.6,49.14,53.6
9.6,3,3.7,33,2,4,2,2,1,1,9.37,2,1,5.93,87,23.32,55.0,12.18,52.81
6.63,2,1.09,23,4,4,5,10,7,6,20.68,2,3,4.44,85,47.52,30.9,34.49,56.66
8.87,2,0.65,28,7,1,6,8,9,8,11.01,3,3,6.07,47,42.31,17.5,14.87,42.99
6.21,2,2.35,18,1,3,7,10,9,6,11.62,1,2,4.11,69,42.85,52.5,16.95,62.42
8.46,3,3.12,15,5,1,7,2,7,7,14.46,5,2,5.86,45,43.68,41.2,21.82,46.03
7.52,3,3.27,25,6,2,4,10,8,4,4.97,5,1,7.16,86,22.7,39.7,10.15,63.36
6.62,3,1.1,12,2,6,2,10,10,2,21.1,3,3,8.63,54,50.57,32.0,41.46,56.28
7.59,2,1.57,16,1,6,8,9,7,4,12.25,4,2,5.2,80,69.58,45.7,17.92,59.53
6.74,3,3.51,33,10,7,5,7,7,3,15.68,1,2,4.67,95,61.81,67.1,20.53,69.36
7.47,3,1.71,32,6,7,7,4,6,10,18.74,3,1,6.8,50,32.58,48.1,37.9,58.61
9.69,2,1.16,26,6,4,5,2,5,10,23.05,4,1,8.75,40,27.53,31.6,47.1,48.39
8.77,3,3.48,30,9,3,8,4,4,4,7.94,5,1,8.02,49,63.1,63.8,15.78,58.52
8.32,1,2.41,16,2,6,10,1,4,9,22.09,2,1,4.08,52,69.26,58.1,36.68,68.76
8.67,3,3.13,33,2,7,2,7,1,6,11.66,2,3,7.71,64,40.79,70.3,20.8,61.47
6.78,2,1.16,31,3,8,5,6,8,3,19.84,5,3,5.69,85,57.23,44.6,34.76,63.66
6.29,1,2.09,36,7,10,1,6,8,5,12.46,3,3,7.57,79,32.82,69.9,24.57,64.41
6.6,3,1.17,27,5,1,1,2,2,6,9.77,1,3,8.41,55,24.78,14.7,20.0,48.36
7.51,1,3.07,23,8,1,9,7,10,4,15.72,3,2,6.39,88,37.56,35.7,23.11,58.67
6.05,3,0.54,35,9,10,1,3,7,4,6.85,5,2,5.39,71,24.68,42.4,8.59,55.72
8.1,1,0.63,15,10,4,8,1,5,8,13.21,5,1,6.36,74,32.09,32.3,23.68,53.42
8.99,2,3.76,29,6,10,9,8,7,8,6.01,3,3,8.59,94,21.33,73.6,11.46,65.71
7.99,2,2.24,36,4,5,8,10,7,4,14.62,2,2,5.09,49,38.96,56.400000000000006,18.18,49.24
7.55,2,1.21,34,2,8,5,9,1,6,17.47,4,3,4.92,77,65.35,56.1,28.46,65.46
8.96,1,3.84,27,1,8,3,8,9,5,7.14,5,2,4.43,70,50.91,73.4,12.44,70.06
9.08,2,2.54,26,3,6,3,3,5,6,19.81,3,2,7.02,92,22.7,60.4,43.37,69.71
6.25,3,2.38,19,3,10,8,1,1,10,22.64,5,3,7.9,80,48.39,61.8,41.57,64.15
6.05,1,3.54,21,7,2,6,2,4,1,18.18,4,3,5.96,77,28.02,41.4,33.04,54.11
6.05,1,3.84,29,2,3,2,9,7,3,4.17,5,2,8.29,64,30.58,64.4,8.71,66.45
9.48,1,3.52,20,7,10,2,10,4,4,24.79,5,3,7.64,53,49.08,70.2,45.44,58.67
6.18,1,3.4,24,8,9,3,7,9,2,23.67,2,3,8.11,78,36.54,80.0,44.08,66.94
9.28,1,3.43,22,7,10,7,2,9,9,13.75,2,3,7.98,59,32.75,64.30000000000001,23.25,60.93
8.22,3,2.49,28,9,3,2,3,8,9,18.09,5,2,6.87,65,21.38,41.900000000000006,36.47,60.13
6.39,2,3.35,35,8,10,3,9,5,8,20.12,4,1,7.73,95,30.3,71.5,27.06,63.91
8.15,3,1.48,24,3,1,3,10,7,2,13.35,3,1,6.75,90,61.08,20.8,29.2,61.51
6.5,3,0.61,14,8,7,1,2,5,2,5.37,4,2,5.61,82,35.01,32.1,10.58,65.22
7.39,2,3.2,23,1,7,4,3,2,6,21.19,2,3,4.55,46,45.83,67.0,35.48,65.15
9.8,2,3.45,23,8,3,10,4,4,10,10.99,2,3,4.96,85,45.87,43.5,20.98,67.61
6.55,2,2.65,19,9,7,9,6,6,2,13.42,5,1,8.41,94,23.07,59.5,19.68,60.71
7.88,1,1.69,16,9,7,4,8,9,7,14.64,2,3,4.68,92,36.32,49.9,25.16,66.34
7.82,3,3.8,33,6,8,8,8,4,1,13.79,3,3,6.97,58,27.28,79.0,27.94,69.86
9.05,3,1.53,23,7,3,8,2,3,6,22.71,1,1,4.34,90,31.48,31.3,49.71,68.25
9.34,2,1.06,31,2,5,7,5,6,10,6.92,3,1,7.82,53,20.05,34.6,11.13,42.8
8.61,1,1.43,30,2,3,5,5,1,10,12.09,1,1,5.86,76,58.71,35.3,21.54,57.83
9.3,1,3.19,34,2,2,8,1,3,2,13.41,4,2,8.39,75,66.44,42.9,23.57,56.31
6.31,3,3.67,30,8,10,1,9,4,1,24.96,1,1,5.65,61,22.9,80.7,30.26,54.67
7.95,2,0.55,20,6,7,5,9,6,1,21.6,4,1,6.87,42,23.52,33.5,38.41,50.71
6.51,3,3.38,19,8,2,5,2,7,5,23.01,2,3,7.98,61,44.72,51.8,35.65,50.66
7.16,3,3.99,21,2,4,10,3,2,2,23.34,3,3,8.53,63,50.81,54.900000000000006,32.77,51.51
8.69,1,2.49,26,8,3,6,8,6,4,17.13,5,2,5.39,57,68.13,44.900000000000006,26.73,63.66
8.15,1,1.4,27,10,10,4,2,6,5,19.33,3,1,8.09,84,62.26,47.0,39.71,67.88
6.43,2,3.08,13,5,7,5,2,8,6,21.23,5,1,5.31,85,45.86,51.8,40.42,70.75
8.89,2,1.09,12,9,1,6,7,8,9,15.68,5,2,8.2,43,61.81,17.9,21.3,39.11
6.13,1,1.87,15,8,6,7,8,3,5,7.19,1,3,8.4,95,20.51,52.7,12.2,56.11
9.11,2,3.78,21,3,1,1,2,7,5,19.54,2,1,6.01,56,28.03,43.8,29.28,53.42
8.37,1,1.45,27,8,9,7,6,10,7,10.84,4,3,6.46,48,41.93,59.5,23.63,62.35
8.22,1,1.13,30,2,3,3,10,10,7,4.44,4,3,4.53,58,39.99,32.3,5.61,52.01
6.33,1,3.23,19,8,2,8,5,3,5,22.4,2,1,4.68,53,66.47,57.3,45.45,72.23
6.02,2,0.94,13,8,6,4,4,5,2,12.94,2,3,4.14,80,67.29,28.4,23.12,61.13
8.61,3,0.61,15,3,3,5,1,4,1,6.74,1,3,7.1,94,28.65,16.1,8.76,44.8
7.5,3,2.23,19,2,10,4,1,10,3,14.65,3,1,5.82,78,55.44,52.3,18.13,60.73
9.55,2,0.88,32,5,5,8,4,1,2,15.74,2,2,4.54,62,24.65,32.8,33.33,63.69
7.86,2,2.1,12,4,10,10,6,1,7,10.78,3,2,4.81,46,39.32,60.0,23.14,61.53
6.79,3,1.86,31,6,5,6,5,3,10,20.41,1,2,7.44,77,30.54,47.6,28.89,54.81
9.17,3,1.01,18,5,5,8,1,7,10,15.55,5,3,7.7,79,24.48,41.1,23.85,53.93
9.49,3,0.64,23,4,9,3,10,4,9,16.7,1,2,4.19,85,31.64,47.4,24.24,58.96
7.27,2,0.66,14,7,2,3,7,5,3,12.48,4,2,8.42,74,41.82,29.6,20.35,54.0
8.8,3,3.64,34,6,6,3,3,6,2,5.54,3,3,5.94,55,31.53,59.4,9.79,54.1
7.25,3,1.41,14,1,5,2,3,1,4,18.8,5,1,4.01,65,23.07,30.1,22.99,43.79
9.29,1,2.98,15,1,8,10,6,7,7,15.64,3,2,4.42,68,28.76,62.8,31.1,69.5
6.25,1,1.15,14,6,1,1,7,6,2,4.41,1,1,7.68,61,55.02,21.5,6.86,45.51
8.75,3,4.0,23,2,3,8,5,3,7,14.81,2,1,8.76,56,61.33,64.0,27.89,65.96
7.61,2,3.08,35,10,7,5,10,8,10,22.51,2,1,7.72,57,49.76,58.8,27.76,49.55
8.32,3,0.58,31,6,6,4,5,10,8,11.78,2,1,7.4,48,67.18,33.8,21.96,53.27
6.35,3,0.89,26,3,8,4,3,4,4,7.96,1,2,6.41,67,51.48,44.9,15.73,58.51
6.55,2,1.43,18,9,5,6,10,7,6,12.46,1,2,7.32,44,50.86,34.3,16.97,45.53
8.45,1,3.59,35,6,1,9,6,3,5,4.07,2,3,5.94,52,21.37,46.9,7.02,53.77
8.72,3,3.92,21,9,4,2,4,10,6,10.12,5,3,8.62,87,33.26,52.2,21.01,61.05
9.6,1,3.64,14,1,1,7,5,5,1,18.58,4,2,4.48,58,24.56,46.4,33.37,59.07
8.19,2,3.73,36,6,3,10,6,6,1,13.25,4,3,5.31,70,58.14,53.3,24.36,70.58
7.52,1,2.08,13,6,10,8,9,1,7,6.25,5,3,6.0,93,25.82,69.8,10.35,66.2
7.7,2,3.34,18,3,1,5,5,7,4,24.11,5,2,5.26,67,27.14,39.4,46.37,54.75
6.87,3,0.64,25,2,1,3,3,6,8,15.55,4,3,4.11,70,42.4,14.4,32.95,61.54
7.54,2,3.49,27,10,7,2,1,8,6,15.69,5,1,5.41,51,48.59,64.9,19.35,57.93
8.5,1,2.87,22,2,2,4,1,10,3,20.68,2,1,5.98,80,45.89,45.7,45.21,71.68
8.75,2,2.09,27,9,9,4,3,1,9,9.7,3,1,7.01,88,69.71,49.9,15.56,66.13
7.72,3,1.12,26,7,10,9,1,5,3,21.68,2,1,4.29,82,24.85,56.2,32.9,58.44
9.26,3,3.1,14,6,6,9,4,5,1,4.66,5,2,6.83,86,38.6,55.0,7.38,61.95
6.71,2,1.98,22,7,1,1,9,10,5,4.42,2,1,4.91,58,50.91,40.8,6.09,52.41
7.17,1,2.9,30,9,6,7,8,6,5,13.63,2,1,4.36,80,56.76,56.0,17.19,59.17
6.78,2,3.46,20,3,1,1,8,8,10,19.93,1,2,6.68,76,37.94,39.6,31.56,57.18
9.62,2,1.45,19,10,3,8,2,7,9,24.62,3,1,7.04,94,44.59,24.5,49.98,64.54
9.54,2,2.42,13,2,4,7,4,8,9,20.3,2,1,4.21,84,28.76,55.2,24.37,57.07
7.03,2,1.9,33,5,8,8,10,6,7,12.51,1,3,4.26,78,35.02,48.0,27.51,71.59
7.39,2,3.31,32,4,4,7,7,9,1,22.34,3,2,4.64,41,28.49,48.1,45.97,54.07
9.39,1,2.87,28,8,10,5,5,10,1,7.45,1,1,7.04,46,29.98,59.7,10.63,52.0
6.95,2,0.9,25,7,9,10,1,6,1,7.0,3,3,5.43,57,46.86,48.0,13.68,59.01
9.05,1,3.73,14,3,2,2,8,3,1,15.49,1,3,7.9,53,41.9,60.3,31.58,61.17
9.06,3,0.9,32,6,2,9,10,10,1,19.37,3,1,6.74,48,28.33,27.0,29.94,46.93
7.95,2,3.31,36,9,1,3,9,4,6,23.29,1,2,8.09,79,49.18,40.1,32.62,56.55
8.39,2,3.22,17,8,4,4,4,8,6,23.55,1,1,4.3,86,41.58,62.2,44.91,67.61
7.83,1,1.71,35,1,6,6,4,9,1,24.08,1,2,8.57,70,55.27,49.1,42.48,61.29
7.63,2,1.55,27,9,4,7,4,1,8,10.75,5,1,5.65,65,47.46,40.5,14.72,55.08
9.5,3,1.85,22,6,6,7,6,2,4,23.86,3,2,7.44,60,23.27,40.5,29.19,46.0
8.26,1,2.71,18,7,7,8,3,4,2,21.06,5,1,6.09,86,23.96,67.1,42.84,72.33
6.08,3,1.32,33,2,2,2,9,3,4,6.88,5,1,6.71,74,64.17,38.2,9.52,56.2
9.65,3,3.42,20,7,3,7,7,3,4,16.79,2,1,7.2,51,42.13,50.2,35.93,56.28
6.42,1,3.88,35,6,10,1,6,2,7,12.88,3,1,8.49,94,57.39,81.8,25.09,69.56
9.41,1,0.7,32,9,7,9,6,7,6,15.83,1,2,4.14,48,21.07,28.0,28.53,52.56
7.08,3,1.95,21,2,6,6,1,2,3,13.29,5,2,7.28,45,27.44,39.5,23.84,50.86
6.87,1,1.36,23,8,8,5,2,8,9,22.88,3,2,7.39,78,31.55,38.6,34.36,56.72
9.77,3,2.54,22,7,2,9,7,5,3,18.48,4,2,8.67,89,34.58,31.4,24.33,51.64
8.46,2,2.0,34,1,7,1,10,9,3,16.93,5,3,6.14,54,66.76,41.0,37.02,60.1
9.79,2,1.64,23,8,1,10,9,7,1,4.17,3,2,4.82,73,41.37,27.4,7.42,61.46
7.28,3,1.66,31,3,10,5,5,4,3,22.89,5,1,7.44,64,45.99,51.599999999999994,43.69,64.88
9.4,3,2.24,34,3,5,7,8,7,3,19.63,2,1,8.93,93,28.88,57.400000000000006,36.32,59.45
6.28,2,2.4,35,4,2,10,8,5,10,12.22,5,3,5.09,82,67.52,49.0,19.4,62.36
8.54,1,1.71,33,5,5,3,3,6,8,23.52,1,2,7.6,58,37.5,45.1,40.75,54.13
7.44,3,3.62,13,6,2,3,1,8,10,10.67,3,1,5.51,71,25.51,55.2,18.89,55.87
7.55,2,1.18,25,9,10,10,6,2,9,15.93,3,2,8.32,81,53.38,50.8,27.9,63.47
8.77,1,2.47,12,7,5,10,6,9,1,10.4,4,3,7.44,42,56.24,56.7,13.17,55.57
7.95,3,1.37,18,5,5,8,1,3,10,13.35,3,2,8.22,69,50.04,35.7,25.36,56.07
8.78,2,0.68,26,8,2,10,1,4,9,24.12,3,2,8.48,63,48.68,32.8,48.78,52.62
7.76,2,3.19,29,5,10,9,6,10,6,10.16,1,1,5.75,76,70.0,80.9,12.84,72.98
6.17,1,1.14,17,2,8,4,1,10,3,22.24,1,2,5.94,57,48.21,51.4,31.68,59.33
8.19,2,2.35,14,1,4,2,4,6,4,19.86,1,3,6.65,93,27.23,44.5,37.02,61.26
7.84,1,2.73,20,5,6,1,7,6,8,6.6,1,2,5.91,57,22.91,49.3,14.27,64.54
6.39,3,3.49,23,9,3,8,6,6,2,4.61,5,3,4.91,89,59.04,44.900000000000006,8.67,70.99
6.87,2,2.35,17,2,7,3,1,2,4,7.96,3,3,4.41,83,51.18,60.5,13.67,65.14
8.45,1,2.01,31,2,2,1,5,10,9,15.05,1,2,8.41,76,25.46,29.099999999999998,29.94,49.55
8.58,3,1.07,27,5,1,9,3,10,8,20.41,4,3,4.81,53,44.23,24.700000000000003,28.78,53.75
8.76,2,1.16,18,8,3,3,8,4,5,23.32,2,2,8.64,84,64.26,23.6,37.02,54.06
9.11,1,2.97,29,10,6,3,2,1,3,22.9,3,2,7.28,55,63.79,50.7,33.79,60.21
7.95,1,3.16,12,10,2,8,6,4,9,22.06,3,1,8.8,49,37.19,56.6,34.28,45.88
8.54,2,3.88,24,5,6,1,2,7,4,19.66,1,1,8.57,61,44.46,65.8,31.09,60.49
8.66,2,0.54,35,9,8,5,10,8,5,10.24,2,2,8.91,90,53.5,30.4,12.33,47.56
8.54,3,3.29,27,8,9,7,1,4,8,6.63,1,3,4.63,70,31.42,77.9,11.46,68.28
8.6,1,3.49,33,8,6,8,10,9,7,6.34,2,2,7.79,46,31.91,54.900000000000006,12.38,52.68
8.25,1,2.21,17,6,5,7,1,3,2,14.79,4,2,7.05,78,59.78,44.1,29.0,64.42
7.21,2,1.51,24,3,1,2,9,10,5,15.88,5,1,4.8,79,58.85,22.1,31.51,62.78
6.05,3,3.34,13,9,7,7,7,3,3,9.52,1,2,8.05,69,28.5,56.4,12.66,50.08
7.33,2,3.98,34,8,1,10,9,7,9,23.98,4,1,8.83,80,30.3,51.8,42.32,55.44
7.37,2,3.86,35,1,2,1,5,3,6,6.8,2,1,5.77,56,47.44,62.6,12.21,62.54
7.74,2,1.79,21,6,1,3,10,1,3,6.68,5,3,8.25,91,46.58,35.9,14.19,64.18
6.71,1,3.89,19,5,5,9,1,1,10,21.52,4,2,5.15,83,24.87,67.9,29.4,62.04
8.85,1,1.84,17,8,10,4,2,6,4,18.31,3,2,8.45,92,34.63,62.400000000000006,22.22,58.77
9.54,1,0.72,12,7,9,6,1,7,5,15.59,5,2,7.1,62,61.26,51.2,23.72,54.35
6.24,3,1.98,12,3,4,8,2,7,1,19.54,2,3,4.98,66,21.64,48.8,40.0,62.22
6.14,1,1.99,28,5,5,4,8,9,10,18.47,2,1,7.15,40,38.19,42.9,30.71,47.16
6.62,2,0.85,30,9,10,1,10,8,8,12.04,1,3,6.21,85,28.56,56.5,23.6,68.7
6.04,3,1.37,36,8,2,2,3,3,10,22.38,5,2,4.11,70,63.65,25.700000000000003,32.4,58.57
9.66,1,2.13,22,1,3,7,3,2,9,15.73,2,3,7.21,40,56.9,48.3,24.75,48.15
9.14,3,2.86,34,7,7,9,9,1,10,14.55,1,2,4.39,90,56.64,51.599999999999994,29.98,72.59
8.1,1,3.49,21,3,3,3,4,8,6,22.11,5,3,7.4,62,41.57,55.900000000000006,27.68,48.58
7.45,3,0.76,20,9,1,8,9,9,10,19.28,4,2,8.38,42,45.2,25.6,39.28,49.74
9.74,1,0.7,24,1,7,7,7,2,9,5.64,5,3,4.56,54,42.79,40.0,8.9,52.87
7.56,3,2.7,32,1,1,7,1,1,5,5.47,3,2,7.37,46,50.85,45.0,11.06,59.95
8.64,2,1.31,12,10,7,7,3,10,7,17.22,4,2,6.95,68,64.42,37.1,29.23,58.85
6.74,3,3.59,23,4,5,10,2,3,6,15.31,5,1,7.89,58,43.95,56.9,24.02,56.56
6.31,1,3.52,30,6,8,4,7,2,8,10.42,5,3,6.35,46,21.01,79.2,15.22,55.21
8.43,1,2.07,30,5,3,5,8,4,6,16.19,5,3,8.56,66,59.08,29.7,21.27,51.04
8.6,1,0.81,31,3,7,6,5,3,5,19.64,1,1,6.61,50,52.9,38.1,35.44,56.7
6.91,1,3.51,16,1,9,1,9,10,8,13.52,2,3,7.1,92,67.91,72.1,16.79,69.8
8.11,1,3.53,24,2,3,4,8,1,9,18.59,2,3,8.3,63,44.61,53.3,37.83,63.81
9.2,3,1.17,12,2,8,3,10,9,6,11.28,2,1,5.5,78,64.71,42.7,17.29,62.44
6.49,2,2.28,33,3,7,7,6,8,2,5.93,2,1,6.36,45,45.83,44.8,12.51,60.19
6.81,3,1.1,19,8,6,2,4,3,4,19.14,1,1,8.5,73,56.72,30.0,27.15,49.78
8.0,1,3.71,25,3,10,3,7,9,6,7.15,4,3,8.21,67,54.26,73.1,13.97,64.99
7.14,1,2.33,30,8,1,7,8,8,4,17.01,1,1,4.95,82,46.24,35.3,20.73,53.4
7.5,1,2.18,17,10,4,3,1,1,6,5.34,5,3,8.12,86,40.11,47.8,9.64,64.5
7.49,3,3.42,29,1,10,5,6,5,8,13.52,3,1,6.33,72,69.1,72.2,17.87,60.03
7.7,2,0.84,12,4,1,3,10,1,3,9.3,5,2,6.01,67,52.09,14.4,15.99,49.33
9.26,2,2.23,33,6,8,9,9,2,8,19.95,5,2,6.71,92,21.17,58.3,28.56,60.95
9.71,3,1.62,33,2,8,10,2,2,7,8.66,1,3,6.32,63,25.24,40.2,17.42,60.8
7.65,2,2.06,14,3,10,1,10,3,2,5.02,4,3,7.24,47,22.59,51.6,10.23,52.96
8.05,2,2.65,15,6,3,10,7,8,6,8.37,4,1,6.39,64,40.56,47.5,12.25,52.75
9.32,3,0.67,22,7,4,6,4,5,5,8.67,5,1,6.03,45,39.41,25.7,16.85,47.83
7.14,3,3.94,28,10,5,7,4,9,1,6.06,5,3,7.21,71,68.99,58.4,12.28,69.73
9.58,1,0.52,24,10,10,1,7,10,4,13.84,1,2,7.64,52,22.72,37.2,18.74,38.95
8.4,3,3.67,31,10,7,6,10,6,1,13.64,3,1,6.44,80,21.88,59.7,29.91,64.48
8.74,3,3.6,23,2,8,1,4,10,5,8.73,4,1,4.95,59,50.2,73.0,14.21,65.83
9.64,2,1.25,36,3,2,8,3,5,3,16.22,5,3,5.15,93,43.03,38.5,28.92,68.8
6.05,3,1.21,15,7,9,8,3,10,6,4.7,5,2,6.06,58,55.87,54.1,8.34,65.12
9.27,1,2.76,12,4,7,8,8,4,9,16.97,1,1,4.71,44,31.51,66.6,36.8,66.06
6.53,3,3.69,36,3,9,8,9,10,4,6.3,3,2,7.57,47,64.54,71.9,11.23,62.9
8.38,2,0.75,18,5,10,4,5,3,1,16.13,4,3,8.07,68,38.48,45.5,23.33,47.14
6.04,1,2.89,14,1,8,5,5,6,8,14.15,1,3,8.51,60,51.36,60.900000000000006,24.36,60.44
6.74,1,1.85,36,8,1,6,5,1,10,12.77,4,1,7.37,74,62.49,38.5,18.17,57.67
6.26,2,0.56,21,3,4,10,7,3,6,21.26,3,3,5.35,43,20.78,28.6,40.27,47.11
7.2,1,2.48,36,2,1,1,4,8,5,23.98,5,3,8.12,78,39.14,37.8,36.67,57.04
6.33,1,1.37,28,6,4,10,10,1,1,8.41,1,2,7.96,89,29.66,28.700000000000003,15.17,57.78
8.18,1,1.45,27,5,6,5,2,7,3,14.65,4,1,4.7,77,61.04,50.5,19.44,63.19
8.35,1,1.7,16,1,6,1,1,2,10,18.09,1,2,7.64,56,30.04,48.0,35.08,58.22
6.54,1,1.17,23,8,1,8,2,8,1,15.06,5,2,5.51,48,42.43,29.7,30.95,56.33
6.87,3,2.98,22,5,9,3,10,4,2,6.68,5,2,5.01,75,58.92,59.8,12.34,68.12
6.77,1,1.8,33,3,2,7,9,10,6,15.3,2,3,7.0,85,23.91,32.0,30.53,53.14
9.52,2,0.64,15,9,9,8,5,9,4,6.05,3,1,4.92,86,23.72,36.4,7.31,50.72
6.92,2,3.71,31,9,9,2,10,10,8,21.84,1,2,8.34,47,53.33,75.1,37.75,57.88
6.61,3,1.56,15,2,3,9,4,4,9,4.82,4,2,5.7,61,69.2,37.6,8.85,57.63
7.06,3,2.34,25,10,1,2,2,4,9,18.88,1,1,8.26,84,44.6,33.4,27.04,52.42
6.97,1,3.58,20,4,10,3,5,6,8,20.01,2,1,7.59,91,54.28,69.8,26.63,67.58
7.07,3,1.79,21,7,2,9,10,9,1,7.5,5,1,8.18,53,31.66,40.9,12.09,45.69
7.77,2,2.19,19,10,6,5,9,9,2,18.14,3,1,8.48,40,31.05,53.9,39.15,52.72
8.44,3,3.9,21,1,8,7,5,9,6,12.01,1,2,7.78,67,39.94,77.0,18.47,56.59
6.53,1,3.96,17,3,5,3,4,5,3,9.13,1,1,5.33,87,25.14,68.6,17.0,64.16
8.9,1,0.84,23,9,8,6,7,4,4,15.01,2,3,6.84,68,62.87,32.4,31.48,63.33
8.73,2,3.27,26,2,8,6,6,1,9,14.56,4,3,5.68,50,36.65,76.7,18.47,58.51
7.69,2,3.03,28,5,2,6,5,7,1,10.09,1,3,6.28,58,25.98,41.3,12.87,45.96
7.5,1,2.78,29,10,1,7,2,2,1,4.18,1,1,4.27,94,67.84,33.8,8.4,69.22
8.05,3,3.74,20,3,9,10,1,10,3,16.33,1,2,7.15,77,53.96,69.4,29.07,68.81
8.35,2,3.19,23,10,8,6,9,8,4,9.38,4,2,8.01,52,55.66,66.9,15.54,60.56
9.1,3,1.68,32,4,9,2,6,8,7,14.81,4,3,6.72,57,47.89,63.8,22.79,56.65
7.94,1,1.73,21,9,3,3,5,5,2,18.86,4,2,6.54,92,65.35,34.3,26.51,59.24
9.29,3,3.63,13,8,3,9,5,10,6,14.23,1,2,6.05,67,65.29,47.3,22.49,56.7
6.11,2,3.34,19,7,5,4,2,3,1,11.85,5,3,5.21,40,28.93,48.4,17.97,55.48
9.39,1,2.66,25,9,4,7,4,7,3,12.17,5,1,7.72,66,20.55,55.6,15.65,47.25
6.51,3,0.54,34,6,1,1,3,4,2,23.1,1,1,4.88,49,48.49,9.4,40.13,44.7
9.32,1,3.24,14,7,6,5,6,1,1,21.36,4,3,6.26,94,30.25,59.400000000000006,39.87,63.12
9.01,1,2.4,25,2,1,2,5,2,4,19.26,5,1,7.91,77,45.86,39.0,28.91,57.93
6.37,3,3.84,12,6,5,1,9,4,8,15.54,2,3,8.68,75,30.6,67.4,34.09,65.5
8.37,3,3.28,29,10,5,5,7,4,6,14.37,2,1,4.4,42,30.71,56.8,27.39,63.45
7.12,1,1.28,33,4,2,3,7,6,6,11.42,1,2,4.06,59,46.77,23.8,20.65,55.83
6.36,2,2.95,28,5,6,5,9,3,9,17.33,5,3,8.78,52,30.26,50.5,30.8,48.08
6.67,3,0.94,31,3,6,7,7,3,8,10.3,5,3,7.7,52,52.1,31.4,21.96,54.2
8.21,2,3.4,22,4,5,3,7,9,7,20.63,3,3,8.53,89,58.22,51.0,43.51,71.25
7.11,3,3.25,34,2,6,8,4,3,9,4.04,3,2,8.61,79,52.54,54.5,7.51,64.52
9.51,1,0.56,23,10,1,7,8,6,10,20.39,3,3,6.4,83,35.82,8.600000000000001,43.99,56.71
7.75,2,3.1,24,8,7,9,1,1,7,18.97,2,1,8.85,54,53.06,58.0,23.75,49.61
7.49,3,1.71,15,9,7,2,10,10,4,4.76,2,2,8.33,51,32.9,49.1,6.99,45.66
7.62,3,2.5,35,7,9,6,10,1,9,12.97,1,2,6.63,88,42.85,72.0,26.65,75.46
8.69,1,2.87,36,8,8,6,10,9,8,10.45,3,3,5.97,55,60.3,55.7,17.78,65.48
8.28,2,3.41,35,1,2,5,7,2,8,14.88,3,2,6.16,78,54.94,45.1,30.59,68.26
7.26,2,3.43,35,7,4,8,7,2,7,8.31,1,1,8.53,65,31.37,66.30000000000001,13.69,61.89
8.51,3,2.87,13,1,10,9,5,1,9,7.15,2,3,5.63,79,43.16,76.7,10.91,68.52
9.54,2,1.9,21,1,8,1,10,1,6,20.49,1,3,5.34,86,22.63,46.0,31.66,56.72
9.12,3,3.75,25,8,2,7,5,8,9,18.69,5,2,6.32,45,59.92,46.5,33.51,55.82
9.38,2,1.82,21,6,6,1,9,3,6,24.92,2,1,5.5,55,21.52,46.2,52.46,60.57
9.5,3,1.47,35,2,9,6,3,3,5,9.37,4,1,7.92,61,58.28,50.7,20.36,60.98
8.89,3,3.82,22,4,8,8,2,5,4,11.9,4,3,7.81,69,22.4,66.19999999999999,20.41,56.71
7.46,3,3.77,30,2,2,5,6,10,5,13.35,2,3,4.91,54,39.73,48.7,22.55,58.24
9.2,3,2.94,25,5,1,4,1,1,8,7.79,4,3,8.28,65,27.78,44.4,14.17,56.44
8.99,1,1.36,31,7,3,10,8,6,6,20.4,5,2,7.98,82,48.85,28.6,39.61,54.74
